evidence_id,document_id,section_title,text,source_type,planted,metadata
IRCASE-0065-EV-POST_INCIDENT_REVIEW-2,IRCASE-0065-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0065-EV-DISTRACTOR_0-0,IRCASE-0065-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0065-EV-DISTRACTOR_1-0,IRCASE-0065-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0066-EV-ROLES-0,IRCASE-0066-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0066-EV-DISTRACTOR_0-0,IRCASE-0066-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0066-EV-DISTRACTOR_1-0,IRCASE-0066-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0067-EV-NON_SUPPORTING-0,IRCASE-0067-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0067-EV-DISTRACTOR_0-0,IRCASE-0067-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0067-EV-DISTRACTOR_1-0,IRCASE-0067-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0068-EV-NON_SUPPORTING-0,IRCASE-0068-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0068-EV-DISTRACTOR_0-0,IRCASE-0068-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0068-EV-DISTRACTOR_1-0,IRCASE-0068-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0069-EV-PROCESS-0,IRCASE-0069-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0069-EV-ROLES-1,IRCASE-0069-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0069-EV-POST_INCIDENT_REVIEW-2,IRCASE-0069-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0069-EV-DISTRACTOR_0-0,IRCASE-0069-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0069-EV-DISTRACTOR_1-0,IRCASE-0069-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0070-EV-ROLES-0,IRCASE-0070-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0070-EV-DISTRACTOR_0-0,IRCASE-0070-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0070-EV-DISTRACTOR_1-0,IRCASE-0070-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0071-EV-NON_SUPPORTING-0,IRCASE-0071-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0071-EV-DISTRACTOR_0-0,IRCASE-0071-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0071-EV-DISTRACTOR_1-0,IRCASE-0071-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0072-EV-NON_SUPPORTING-0,IRCASE-0072-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0072-EV-DISTRACTOR_0-0,IRCASE-0072-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0072-EV-DISTRACTOR_1-0,IRCASE-0072-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0073-EV-PROCESS-0,IRCASE-0073-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0073-EV-ROLES-1,IRCASE-0073-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0073-EV-POST_INCIDENT_REVIEW-2,IRCASE-0073-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0073-EV-DISTRACTOR_0-0,IRCASE-0073-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0073-EV-DISTRACTOR_1-0,IRCASE-0073-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0074-EV-ESCALATION-0,IRCASE-0074-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0074-EV-DISTRACTOR_0-0,IRCASE-0074-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0074-EV-DISTRACTOR_1-0,IRCASE-0074-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0075-EV-NON_SUPPORTING-0,IRCASE-0075-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0075-EV-DISTRACTOR_0-0,IRCASE-0075-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0075-EV-DISTRACTOR_1-0,IRCASE-0075-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0076-EV-NON_SUPPORTING-0,IRCASE-0076-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0076-EV-DISTRACTOR_0-0,IRCASE-0076-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0076-EV-DISTRACTOR_1-0,IRCASE-0076-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0077-EV-PROCESS-0,IRCASE-0077-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0077-EV-ROLES-1,IRCASE-0077-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0077-EV-POST_INCIDENT_REVIEW-2,IRCASE-0077-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0077-EV-DISTRACTOR_0-0,IRCASE-0077-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0077-EV-DISTRACTOR_1-0,IRCASE-0077-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0078-EV-ESCALATION-0,IRCASE-0078-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0078-EV-DISTRACTOR_0-0,IRCASE-0078-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0078-EV-DISTRACTOR_1-0,IRCASE-0078-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0079-EV-NON_SUPPORTING-0,IRCASE-0079-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0079-EV-DISTRACTOR_0-0,IRCASE-0079-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0079-EV-DISTRACTOR_1-0,IRCASE-0079-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0080-EV-NON_SUPPORTING-0,IRCASE-0080-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0080-EV-DISTRACTOR_0-0,IRCASE-0080-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0080-EV-DISTRACTOR_1-0,IRCASE-0080-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0081-EV-PROCESS-0,IRCASE-0081-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0081-EV-ROLES-1,IRCASE-0081-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0081-EV-POST_INCIDENT_REVIEW-2,IRCASE-0081-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0081-EV-DISTRACTOR_0-0,IRCASE-0081-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0081-EV-DISTRACTOR_1-0,IRCASE-0081-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0082-EV-ESCALATION-0,IRCASE-0082-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0082-EV-DISTRACTOR_0-0,IRCASE-0082-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0082-EV-DISTRACTOR_1-0,IRCASE-0082-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0083-EV-NON_SUPPORTING-0,IRCASE-0083-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0083-EV-DISTRACTOR_0-0,IRCASE-0083-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0083-EV-DISTRACTOR_1-0,IRCASE-0083-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0084-EV-NON_SUPPORTING-0,IRCASE-0084-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0084-EV-DISTRACTOR_0-0,IRCASE-0084-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0084-EV-DISTRACTOR_1-0,IRCASE-0084-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0085-EV-PROCESS-0,IRCASE-0085-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0085-EV-ROLES-1,IRCASE-0085-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0085-EV-POST_INCIDENT_REVIEW-2,IRCASE-0085-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0085-EV-DISTRACTOR_0-0,IRCASE-0085-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0085-EV-DISTRACTOR_1-0,IRCASE-0085-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0086-EV-ROLES-0,IRCASE-0086-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0086-EV-DISTRACTOR_0-0,IRCASE-0086-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0086-EV-DISTRACTOR_1-0,IRCASE-0086-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0087-EV-NON_SUPPORTING-0,IRCASE-0087-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0087-EV-DISTRACTOR_0-0,IRCASE-0087-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0087-EV-DISTRACTOR_1-0,IRCASE-0087-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0088-EV-NON_SUPPORTING-0,IRCASE-0088-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0088-EV-DISTRACTOR_0-0,IRCASE-0088-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0088-EV-DISTRACTOR_1-0,IRCASE-0088-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0089-EV-PROCESS-0,IRCASE-0089-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0089-EV-ROLES-1,IRCASE-0089-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0089-EV-POST_INCIDENT_REVIEW-2,IRCASE-0089-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0089-EV-DISTRACTOR_0-0,IRCASE-0089-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0089-EV-DISTRACTOR_1-0,IRCASE-0089-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0090-EV-ROLES-0,IRCASE-0090-DOC-A,Incident response roles and responsibilities: Roles,"For requirement IR-002, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0090-EV-DISTRACTOR_0-0,IRCASE-0090-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0090-EV-DISTRACTOR_1-0,IRCASE-0090-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0091-EV-NON_SUPPORTING-0,IRCASE-0091-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0091-EV-DISTRACTOR_0-0,IRCASE-0091-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0091-EV-DISTRACTOR_1-0,IRCASE-0091-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0092-EV-NON_SUPPORTING-0,IRCASE-0092-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0092-EV-DISTRACTOR_0-0,IRCASE-0092-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0092-EV-DISTRACTOR_1-0,IRCASE-0092-DOC-B,Unrelated Security Control,Visitor access badges must be returned to reception before leaving the site.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0093-EV-PROCESS-0,IRCASE-0093-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0093-EV-ROLES-1,IRCASE-0093-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0093-EV-POST_INCIDENT_REVIEW-2,IRCASE-0093-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0093-EV-DISTRACTOR_0-0,IRCASE-0093-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0093-EV-DISTRACTOR_1-0,IRCASE-0093-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0094-EV-ESCALATION-0,IRCASE-0094-DOC-A,Incident response roles and responsibilities: Escalation,"For requirement IR-002, Confirmed high-severity incidents are escalated to the security manager and crisis lead within four hours.",policy,True,"{'evidence_type': 'escalation', 'requirement_id': 'IR-002', 'synthetic': True}"
IRCASE-0094-EV-DISTRACTOR_0-0,IRCASE-0094-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0094-EV-DISTRACTOR_1-0,IRCASE-0094-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0095-EV-NON_SUPPORTING-0,IRCASE-0095-DOC-A,Testing of incident response capability: Audit Gap Note,"For requirement IR-003, No documented incident response process, role assignment, response test, or escalation workflow could be identified for this company.",audit_note,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-003', 'synthetic': True, 'label': 'not_fulfilled'}"
IRCASE-0095-EV-DISTRACTOR_0-0,IRCASE-0095-DOC-B,Unrelated Security Control,The clean desk policy requires work areas to be cleared after business hours.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0095-EV-DISTRACTOR_1-0,IRCASE-0095-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0096-EV-NON_SUPPORTING-0,IRCASE-0096-DOC-A,Incident reporting and escalation: General Security Statement,"For requirement IR-004, The company handles security events as needed and employees know to contact appropriate people when something important happens.",policy,True,"{'evidence_type': 'non_supporting', 'requirement_id': 'IR-004', 'synthetic': True, 'label': 'unclear'}"
IRCASE-0096-EV-DISTRACTOR_0-0,IRCASE-0096-DOC-B,Unrelated Security Control,Supplier onboarding requires a commercial review before contract signature.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0096-EV-DISTRACTOR_1-0,IRCASE-0096-DOC-B,Unrelated Security Control,The asset inventory is reviewed quarterly by the infrastructure team.,policy,False,"{'evidence_type': 'distractor', 'synthetic': True}"
IRCASE-0097-EV-PROCESS-0,IRCASE-0097-DOC-A,Documented incident response process: Process,"For requirement IR-001, The incident response procedure defines detection, triage, containment, eradication, recovery, communication, and post-incident review steps.",procedure,True,"{'evidence_type': 'process', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0097-EV-ROLES-1,IRCASE-0097-DOC-A,Documented incident response process: Roles,"For requirement IR-001, The role matrix assigns an incident commander, communications owner, technical lead, legal contact, and executive liaison.",role_matrix,True,"{'evidence_type': 'roles', 'requirement_id': 'IR-001', 'synthetic': True}"
IRCASE-0097-EV-POST_INCIDENT_REVIEW-2,IRCASE-0097-DOC-A,Documented incident response process: Post Incident Review,"For requirement IR-001, The post-incident review template records root cause, impact, corrective actions, and management approval.",procedure,True,"{'evidence_type': 'post_incident_review', 'requirement_id': 'IR-001', 'synthetic': True}"
